"id","created_at","json_response"
5905,2023-05-23 11:32:18.939 -0300,"{""id"":""JBED8S"" , ""amount"":""131.58"" , ""cache-control"":""1""}"
5906,2023-05-23 11:32:24.646 -0300,"{""id"":""0RHIP1SLL"" , ""amount"":""2179.02"" , ""cache-control"":""1""}"
5908,2023-05-23 11:34:00.350 -0300,"{""id"":""O7GXD4"" , ""amount"":""251.56"" , ""cache-control"":""1""}"
5911,2023-05-23 11:34:58.539 -0300,"{""id"":""36XLL8SLL"" , ""amount"":""1266.45"" , ""cache-control"":""1""}"
5920,2023-05-23 11:40:51.399 -0300,"{""id"":""YMJLSR"" , ""amount"":""391.92"" , ""cache-control"":""1""}"
5921,2023-05-23 11:40:53.508 -0300,"{""id"":""95EA13SLL"" , ""amount"":""1249.00"" , ""cache-control"":""1""}"
5924,2023-05-23 11:43:39.893 -0300,"{""id"":""DN9HXB"" , ""amount"":""652.85"" , ""cache-control"":""1""}"
5926,2023-05-23 11:45:56.686 -0300,"{""id"":""LX8DXISLL"" , ""amount"":""3734.88"" , ""cache-control"":""1""}"
5930,2023-05-23 11:48:12.808 -0300,"{""id"":""0BEJLMSLL"" , ""amount"":""392.31"" , ""cache-control"":""1""}"
5942,2023-05-23 12:01:19.371 -0300,"{""id"":""1KDFG5SLL"" , ""amount"":""831.06"" , ""cache-control"":""1""}"
5943,2023-05-23 12:02:57.136 -0300,"{""id"":""411BZ8"" , ""amount"":""2503.19"" , ""cache-control"":""1""}"
5944,2023-05-23 12:04:06.461 -0300,"{""id"":""UZ1GT7SLL"" , ""amount"":""475.20"" , ""cache-control"":""1""}"
5947,2023-05-23 12:07:17.731 -0300,"{""id"":""CPGYUQSLL"" , ""amount"":""1308.46"" , ""cache-control"":""1""}"
5948,2023-05-23 12:09:33.909 -0300,"{""id"":""XACQLMSLL"" , ""amount"":""752.05"" , ""cache-control"":""1""}"
5951,2023-05-23 12:15:41.837 -0300,"{""id"":""KN6P36"" , ""amount"":""558.63"" , ""cache-control"":""1""}"
5952,2023-05-23 12:19:45.162 -0300,"{""id"":""WPIDAJSLL"" , ""amount"":""618.10"" , ""cache-control"":""1""}"
5956,2023-05-23 12:21:13.472 -0300,"{""id"":""ITU7EPSLL"" , ""amount"":""343.17"" , ""cache-control"":""1""}"
5959,2023-05-23 12:23:11.329 -0300,"{""id"":""P7M6KSSLL"" , ""amount"":""2397.96"" , ""cache-control"":""1""}"
5960,2023-05-23 12:25:21.988 -0300,"{""id"":""WCM7NBSLL"" , ""amount"":""4660.00"" , ""cache-control"":""1""}"
5962,2023-05-23 12:26:48.584 -0300,"{""id"":""T8PBHOSLL"" , ""amount"":""2998.68"" , ""cache-control"":""1""}"
5965,2023-05-23 12:29:17.240 -0300,"{""id"":""SY5GRJSLL"" , ""amount"":""416.56"" , ""cache-control"":""1""}"
5968,2023-05-23 12:35:26.230 -0300,"{""id"":""Y5UBNV"" , ""amount"":""399.87"" , ""cache-control"":""1""}"
5975,2023-05-23 12:41:56.764 -0300,"{""id"":""LP9IVNSLL"" , ""amount"":""3003.84"" , ""cache-control"":""1""}"
5978,2023-05-23 12:43:32.405 -0300,"{""id"":""7KAB83SLL"" , ""amount"":""280.00"" , ""cache-control"":""1""}"
5981,2023-05-23 12:47:25.473 -0300,"{""id"":""INS7MA"" , ""amount"":""399.87"" , ""cache-control"":""1""}"
5997,2023-05-23 13:02:59.495 -0300,"{""id"":""HZQX6M"" , ""amount"":""1481.37"" , ""cache-control"":""1""}"
5998,2023-05-23 13:04:39.871 -0300,"{""id"":""5RXLNS"" , ""amount"":""1239.88"" , ""cache-control"":""1""}"
6011,2023-05-23 13:13:46.890 -0300,"{""id"":""QU354X"" , ""amount"":""1238.09"" , ""cache-control"":""1""}"
6014,2023-05-23 13:15:24.724 -0300,"{""id"":""9SH8KW"" , ""amount"":""636.02"" , ""cache-control"":""1""}"
6019,2023-05-23 13:23:09.744 -0300,"{""id"":""BRRADISLL"" , ""amount"":""2854.10"" , ""cache-control"":""1""}"
6024,2023-05-23 13:28:18.492 -0300,"{""id"":""227R0CSLL"" , ""amount"":""1860.03"" , ""cache-control"":""1""}"
6026,2023-05-23 13:30:08.007 -0300,"{""id"":""RZ2906SLL"" , ""amount"":""1101.20"" , ""cache-control"":""1""}"
6031,2023-05-23 13:33:29.960 -0300,"{""id"":""WY1NFA"" , ""amount"":""3441.80"" , ""cache-control"":""1""}"
6032,2023-05-23 13:34:31.535 -0300,"{""id"":""EIR7TFSLL"" , ""amount"":""2232.36"" , ""cache-control"":""1""}"
6035,2023-05-23 13:38:30.118 -0300,"{""id"":""WUX2ILSLL"" , ""amount"":""3066.36"" , ""cache-control"":""1""}"
6053,2023-05-23 13:50:49.738 -0300,"{""id"":""YAQD60SLL"" , ""amount"":""1326.80"" , ""cache-control"":""1""}"
6055,2023-05-23 13:51:39.571 -0300,"{""id"":""C833VFSLL"" , ""amount"":""1810.12"" , ""cache-control"":""1""}"
6056,2023-05-23 13:51:42.633 -0300,"{""id"":""XM81KI"" , ""amount"":""1673.44"" , ""cache-control"":""1""}"
6058,2023-05-23 13:52:46.417 -0300,"{""id"":""OC6V1LSLL"" , ""amount"":""2695.11"" , ""cache-control"":""1""}"
6060,2023-05-23 13:54:57.123 -0300,"{""id"":""J13GG7SLL"" , ""amount"":""4859.76"" , ""cache-control"":""1""}"
6070,2023-05-23 14:04:55.824 -0300,"{""id"":""89IEDYSLL"" , ""amount"":""3518.08"" , ""cache-control"":""1""}"
6083,2023-05-23 14:17:27.063 -0300,"{""id"":""9LHBNZSLL"" , ""amount"":""5629.20"" , ""cache-control"":""1""}"
6087,2023-05-23 14:18:28.402 -0300,"{""id"":""DDYZOOSLL"" , ""amount"":""523.50"" , ""cache-control"":""1""}"
6091,2023-05-23 14:22:39.904 -0300,"{""id"":""Z9N2NKSLL"" , ""amount"":""359.58"" , ""cache-control"":""1""}"
6096,2023-05-23 14:26:26.586 -0300,"{""id"":""3RB5N4"" , ""amount"":""1513.56"" , ""cache-control"":""1""}"
6097,2023-05-23 14:26:55.324 -0300,"{""id"":""EYCBB1SLL"" , ""amount"":""265.94"" , ""cache-control"":""1""}"
6098,2023-05-23 14:28:02.110 -0300,"{""id"":""4KMI0B"" , ""amount"":""1586.22"" , ""cache-control"":""1""}"
6100,2023-05-23 14:31:25.876 -0300,"{""id"":""K92YZFSLL"" , ""amount"":""3315.30"" , ""cache-control"":""1""}"
6104,2023-05-23 14:34:18.363 -0300,"{""id"":""K7JKG3SLL"" , ""amount"":""188.58"" , ""cache-control"":""1""}"
6108,2023-05-23 14:36:29.263 -0300,"{""id"":""P0O2RDSLL"" , ""amount"":""324.96"" , ""cache-control"":""1""}"
6112,2023-05-23 14:40:17.252 -0300,"{""id"":""LAT7P9SLL"" , ""amount"":""2263.30"" , ""cache-control"":""1""}"
6116,2023-05-23 14:42:33.075 -0300,"{""id"":""MFSKZ5SLL"" , ""amount"":""51.51"" , ""cache-control"":""1""}"
6120,2023-05-23 14:44:12.855 -0300,"{""id"":""6JKN39SLL"" , ""amount"":""147.12"" , ""cache-control"":""1""}"
6124,2023-05-23 14:54:28.383 -0300,"{""id"":""9PJG8Y"" , ""amount"":""981.38"" , ""cache-control"":""1""}"
6125,2023-05-23 14:54:31.044 -0300,"{""id"":""UHUQT1SLL"" , ""amount"":""836.40"" , ""cache-control"":""1""}"
6127,2023-05-23 14:57:34.003 -0300,"{""id"":""ZBP541SLL"" , ""amount"":""657.72"" , ""cache-control"":""1""}"
6128,2023-05-23 15:01:23.348 -0300,"{""id"":""NHJUNASLL"" , ""amount"":""475.74"" , ""cache-control"":""1""}"
6151,2023-05-23 15:22:56.560 -0300,"{""id"":""I8JULUSLL"" , ""amount"":""716.32"" , ""cache-control"":""1""}"
6153,2023-05-23 15:24:29.265 -0300,"{""id"":""VH08NY"" , ""amount"":""117.82"" , ""cache-control"":""1""}"
6159,2023-05-23 15:30:02.882 -0300,"{""id"":""Y6VHJJ"" , ""amount"":""1367.62"" , ""cache-control"":""1""}"
6165,2023-05-23 15:34:21.900 -0300,"{""id"":""GG67IISLL"" , ""amount"":""731.94"" , ""cache-control"":""1""}"
6170,2023-05-23 15:39:54.861 -0300,"{""id"":""6U4EPNSLL"" , ""amount"":""1715.21"" , ""cache-control"":""1""}"
6175,2023-05-23 15:45:29.748 -0300,"{""id"":""ABJGAUSLL"" , ""amount"":""1375.12"" , ""cache-control"":""1""}"
6177,2023-05-23 15:47:23.017 -0300,"{""id"":""D4UOLC"" , ""amount"":""1282.37"" , ""cache-control"":""1""}"
6179,2023-05-23 15:48:11.306 -0300,"{""id"":""BEYTLVSLL"" , ""amount"":""1864.05"" , ""cache-control"":""1""}"
6191,2023-05-23 15:58:00.596 -0300,"{""id"":""CNRXSASLL"" , ""amount"":""250.45"" , ""cache-control"":""1""}"
6193,2023-05-23 16:02:31.372 -0300,"{""id"":""H7WLZ9SLL"" , ""amount"":""288.54"" , ""cache-control"":""1""}"
6196,2023-05-23 16:05:28.131 -0300,"{""id"":""FLNZOQSLL"" , ""amount"":""2074.62"" , ""cache-control"":""1""}"
6200,2023-05-23 16:11:35.240 -0300,"{""id"":""AR9P4TSLL"" , ""amount"":""450.64"" , ""cache-control"":""1""}"
6201,2023-05-23 16:12:05.691 -0300,"{""id"":""MUD256SLL"" , ""amount"":""450.20"" , ""cache-control"":""1""}"
6203,2023-05-23 16:13:03.563 -0300,"{""id"":""Z3F3GSSLL"" , ""amount"":""5699.04"" , ""cache-control"":""1""}"
6205,2023-05-23 16:13:47.726 -0300,"{""id"":""0M1B45SLL"" , ""amount"":""621.15"" , ""cache-control"":""1""}"
6213,2023-05-23 16:24:38.394 -0300,"{""id"":""LW16QL"" , ""amount"":""754.35"" , ""cache-control"":""1""}"
6216,2023-05-23 16:28:07.162 -0300,"{""id"":""YIKQNZSLL"" , ""amount"":""342.32"" , ""cache-control"":""1""}"
6220,2023-05-23 16:34:20.156 -0300,"{""id"":""3P7S9P"" , ""amount"":""888.11"" , ""cache-control"":""1""}"
6226,2023-05-23 16:38:49.885 -0300,"{""id"":""60C3RWSLL"" , ""amount"":""1894.44"" , ""cache-control"":""1""}"
6230,2023-05-23 16:46:16.375 -0300,"{""id"":""4NT04C"" , ""amount"":""670.49"" , ""cache-control"":""1""}"
6238,2023-05-23 16:52:02.551 -0300,"{""id"":""AKZ7I8SLL"" , ""amount"":""1378.40"" , ""cache-control"":""1""}"
6267,2023-05-23 17:34:04.453 -0300,"{""id"":""5W7E4JSLL"" , ""amount"":""413.74"" , ""cache-control"":""1""}"
6272,2023-05-23 17:39:01.569 -0300,"{""id"":""1EU1EN"" , ""amount"":""988.42"" , ""cache-control"":""1""}"
6273,2023-05-23 17:41:35.602 -0300,"{""id"":""CVTSIV"" , ""amount"":""961.60"" , ""cache-control"":""1""}"
6280,2023-05-23 17:51:40.609 -0300,"{""id"":""BZ3K98SLL"" , ""amount"":""837.96"" , ""cache-control"":""1""}"
6301,2023-05-23 18:40:06.709 -0300,"{""id"":""7L5DRISLL"" , ""amount"":""347.08"" , ""cache-control"":""1""}"
6303,2023-05-23 18:45:23.901 -0300,"{""id"":""MKN9XY"" , ""amount"":""306.11"" , ""cache-control"":""1""}"
6306,2023-05-23 18:51:19.061 -0300,"{""id"":""QEFHVJ"" , ""amount"":""104.89"" , ""cache-control"":""1""}"
6308,2023-05-23 19:10:06.886 -0300,"{""id"":""YDOJDB"" , ""amount"":""473.71"" , ""cache-control"":""1""}"
6364,2023-05-23 21:59:06.436 -0300,"{""id"":""BV6UMDSLL"" , ""amount"":""1495.44"" , ""cache-control"":""1""}"
6380,2023-05-23 23:08:27.906 -0300,"{""id"":""VQ9L47"" , ""amount"":""100.77"" , ""cache-control"":""1""}"
6408,2023-05-24 07:11:37.633 -0300,"{""id"":""HOP2MH"" , ""amount"":""406.83"" , ""cache-control"":""1""}"
6410,2023-05-24 07:57:35.212 -0300,"{""id"":""FNRFCMSLL"" , ""amount"":""3425.64"" , ""cache-control"":""1""}"
6413,2023-05-24 08:04:47.221 -0300,"{""id"":""H6RVH5"" , ""amount"":""1410.48"" , ""cache-control"":""1""}"
6422,2023-05-24 08:24:05.813 -0300,"{""id"":""TRE1D3SLL"" , ""amount"":""1282.38"" , ""cache-control"":""1""}"
6424,2023-05-24 08:31:46.370 -0300,"{""id"":""MYNX0XSLL"" , ""amount"":""2163.45"" , ""cache-control"":""1""}"
6429,2023-05-24 08:37:45.404 -0300,"{""id"":""4M8VNL"" , ""amount"":""801.30"" , ""cache-control"":""1""}"
6436,2023-05-24 09:04:38.401 -0300,"{""id"":""38PVL7"" , ""amount"":""1117.30"" , ""cache-control"":""1""}"
6450,2023-05-24 09:17:08.184 -0300,"{""id"":""B3GCILSLL"" , ""amount"":""1244.52"" , ""cache-control"":""1""}"
6452,2023-05-24 09:18:26.573 -0300,"{""id"":""EVS7NU"" , ""amount"":""104.89"" , ""cache-control"":""1""}"
6460,2023-05-24 09:26:57.710 -0300,"{""id"":""R93Y3RSLL"" , ""amount"":""564.56"" , ""cache-control"":""1""}"
6463,2023-05-24 09:33:40.779 -0300,"{""id"":""6IM3WQSLL"" , ""amount"":""130.12"" , ""cache-control"":""1""}"
6464,2023-05-24 09:36:25.684 -0300,"{""id"":""ANOBG8"" , ""amount"":""4813.80"" , ""cache-control"":""1""}"
6467,2023-05-24 09:40:06.947 -0300,"{""id"":""OYE38TSLL"" , ""amount"":""1723.33"" , ""cache-control"":""1""}"
6468,2023-05-24 09:41:56.625 -0300,"{""id"":""QYZZBOSLL"" , ""amount"":""267.02"" , ""cache-control"":""1""}"
6470,2023-05-24 09:43:40.595 -0300,"{""id"":""63K80QSLL"" , ""amount"":""728.70"" , ""cache-control"":""1""}"
6472,2023-05-24 09:44:43.616 -0300,"{""id"":""53W2K4"" , ""amount"":""406.60"" , ""cache-control"":""1""}"
6474,2023-05-24 09:47:42.090 -0300,"{""id"":""XJLTXHSLL"" , ""amount"":""218.40"" , ""cache-control"":""1""}"
6475,2023-05-24 09:47:56.343 -0300,"{""id"":""D6T262"" , ""amount"":""4813.80"" , ""cache-control"":""1""}"
6476,2023-05-24 09:50:19.553 -0300,"{""id"":""3HCO6R"" , ""amount"":""1254.31"" , ""cache-control"":""1""}"
6478,2023-05-24 09:51:46.847 -0300,"{""id"":""PO7F3K"" , ""amount"":""706.44"" , ""cache-control"":""1""}"
6479,2023-05-24 09:52:00.372 -0300,"{""id"":""ZMD8ZBSLL"" , ""amount"":""883.60"" , ""cache-control"":""1""}"
6480,2023-05-24 09:52:04.947 -0300,"{""id"":""YRYG4B"" , ""amount"":""1135.29"" , ""cache-control"":""1""}"
6483,2023-05-24 09:55:26.438 -0300,"{""id"":""18EPSWSLL"" , ""amount"":""821.55"" , ""cache-control"":""1""}"
6485,2023-05-24 09:58:13.907 -0300,"{""id"":""Q30WWC"" , ""amount"":""680.90"" , ""cache-control"":""1""}"
6486,2023-05-24 09:59:37.175 -0300,"{""id"":""C0MZDL"" , ""amount"":""362.50"" , ""cache-control"":""1""}"
6490,2023-05-24 10:01:35.590 -0300,"{""id"":""ZQKFVBSLL"" , ""amount"":""1864.60"" , ""cache-control"":""1""}"
6508,2023-05-24 10:11:51.125 -0300,"{""id"":""7UV8CHSLL"" , ""amount"":""401.70"" , ""cache-control"":""1""}"
6509,2023-05-24 10:12:44.896 -0300,"{""id"":""YUYZROSLL"" , ""amount"":""2056.38"" , ""cache-control"":""1""}"
6513,2023-05-24 10:13:55.057 -0300,"{""id"":""SZ9ET6"" , ""amount"":""1609.69"" , ""cache-control"":""1""}"
6515,2023-05-24 10:14:45.926 -0300,"{""id"":""KGZMR4SLL"" , ""amount"":""2082.20"" , ""cache-control"":""1""}"
6517,2023-05-24 10:16:14.879 -0300,"{""id"":""H7QZJD"" , ""amount"":""4194.22"" , ""cache-control"":""1""}"
6518,2023-05-24 10:16:54.782 -0300,"{""id"":""QM2U5XSLL"" , ""amount"":""2864.60"" , ""cache-control"":""1""}"
6524,2023-05-24 10:21:53.544 -0300,"{""id"":""JVXPLCSLL"" , ""amount"":""61.10"" , ""cache-control"":""1""}"
6528,2023-05-24 10:25:15.334 -0300,"{""id"":""T0AEN3SLL"" , ""amount"":""889.60"" , ""cache-control"":""1""}"
6533,2023-05-24 10:28:14.547 -0300,"{""id"":""PSOK49SLL"" , ""amount"":""558.88"" , ""cache-control"":""1""}"
6536,2023-05-24 10:33:07.358 -0300,"{""id"":""LGYI8V"" , ""amount"":""148.75"" , ""cache-control"":""1""}"
6540,2023-05-24 10:34:38.819 -0300,"{""id"":""H27QE3SLL"" , ""amount"":""304.60"" , ""cache-control"":""1""}"
6541,2023-05-24 10:34:51.395 -0300,"{""id"":""R17GDNSLL"" , ""amount"":""838.74"" , ""cache-control"":""1""}"
6542,2023-05-24 10:37:23.728 -0300,"{""id"":""URI0IK"" , ""amount"":""2939.46"" , ""cache-control"":""1""}"
6545,2023-05-24 10:38:15.285 -0300,"{""id"":""G9G72KSLL"" , ""amount"":""309.80"" , ""cache-control"":""1""}"
6546,2023-05-24 10:40:05.710 -0300,"{""id"":""ZBMV0USLL"" , ""amount"":""1142.40"" , ""cache-control"":""1""}"
6549,2023-05-24 10:45:17.595 -0300,"{""id"":""223S6O"" , ""amount"":""1857.71"" , ""cache-control"":""1""}"
6551,2023-05-24 10:46:58.651 -0300,"{""id"":""ZOH83RSLL"" , ""amount"":""871.23"" , ""cache-control"":""1""}"
6554,2023-05-24 10:48:26.643 -0300,"{""id"":""WRRV4NSLL"" , ""amount"":""1830.00"" , ""cache-control"":""1""}"
6557,2023-05-24 10:58:18.435 -0300,"{""id"":""Z70E0BSLL"" , ""amount"":""1701.05"" , ""cache-control"":""1""}"
6564,2023-05-24 11:07:04.894 -0300,"{""id"":""RI20YR"" , ""amount"":""4066.08"" , ""cache-control"":""1""}"
6566,2023-05-24 11:09:12.522 -0300,"{""id"":""MO51GYSLL"" , ""amount"":""418.10"" , ""cache-control"":""1""}"
6577,2023-05-24 11:17:28.707 -0300,"{""id"":""VQIGAISLL"" , ""amount"":""2971.80"" , ""cache-control"":""1""}"
6582,2023-05-24 11:25:06.460 -0300,"{""id"":""9UNW9KSLL"" , ""amount"":""990.42"" , ""cache-control"":""1""}"
6583,2023-05-24 11:25:19.895 -0300,"{""id"":""L2P44JSLL"" , ""amount"":""391.59"" , ""cache-control"":""1""}"
6590,2023-05-24 11:33:31.907 -0300,"{""id"":""42F4FGSLL"" , ""amount"":""176.67"" , ""cache-control"":""1""}"
6591,2023-05-24 11:35:33.136 -0300,"{""id"":""SMX94VSLL"" , ""amount"":""1391.06"" , ""cache-control"":""1""}"
6592,2023-05-24 11:36:15.385 -0300,"{""id"":""134VRN"" , ""amount"":""3490.12"" , ""cache-control"":""1""}"
6593,2023-05-24 11:36:27.936 -0300,"{""id"":""2R1LHLSLL"" , ""amount"":""598.26"" , ""cache-control"":""1""}"
6594,2023-05-24 11:36:40.869 -0300,"{""id"":""BYC9OW"" , ""amount"":""148.75"" , ""cache-control"":""1""}"
6597,2023-05-24 11:40:10.140 -0300,"{""id"":""C02RNC"" , ""amount"":""3620.68"" , ""cache-control"":""1""}"
6602,2023-05-24 11:48:52.457 -0300,"{""id"":""PKA9KP"" , ""amount"":""3453.10"" , ""cache-control"":""1""}"
6604,2023-05-24 11:50:05.839 -0300,"{""id"":""XKOL9E"" , ""amount"":""540.13"" , ""cache-control"":""1""}"
6607,2023-05-24 11:53:44.374 -0300,"{""id"":""BFJ9EXSLL"" , ""amount"":""706.44"" , ""cache-control"":""1""}"
6611,2023-05-24 11:56:34.107 -0300,"{""id"":""6C1TAKSLL"" , ""amount"":""1290.32"" , ""cache-control"":""1""}"
6618,2023-05-24 12:11:06.864 -0300,"{""id"":""97S1PHSLL"" , ""amount"":""1203.51"" , ""cache-control"":""1""}"
6620,2023-05-24 12:12:01.533 -0300,"{""id"":""PCY378SLL"" , ""amount"":""47.55"" , ""cache-control"":""1""}"
6621,2023-05-24 12:12:09.484 -0300,"{""id"":""LIXFZ3SLL"" , ""amount"":""228.54"" , ""cache-control"":""1""}"
6631,2023-05-24 12:19:43.150 -0300,"{""id"":""8V7GF5"" , ""amount"":""2285.27"" , ""cache-control"":""1""}"
6632,2023-05-24 12:21:08.678 -0300,"{""id"":""FRK6SCSLL"" , ""amount"":""1451.50"" , ""cache-control"":""1""}"
6633,2023-05-24 12:21:59.366 -0300,"{""id"":""EB697X"" , ""amount"":""233.16"" , ""cache-control"":""1""}"
6638,2023-05-24 12:26:08.097 -0300,"{""id"":""7054FESLL"" , ""amount"":""1061.82"" , ""cache-control"":""1""}"
6650,2023-05-24 12:39:08.052 -0300,"{""id"":""Y3B51N"" , ""amount"":""132.54"" , ""cache-control"":""1""}"
6655,2023-05-24 12:52:02.984 -0300,"{""id"":""TRDF5S"" , ""amount"":""1904.99"" , ""cache-control"":""1""}"
6659,2023-05-24 12:55:20.400 -0300,"{""id"":""K4QM34SLL"" , ""amount"":""5492.16"" , ""cache-control"":""1""}"
6660,2023-05-24 12:55:53.220 -0300,"{""id"":""A9CMFPSLL"" , ""amount"":""727.10"" , ""cache-control"":""1""}"
6665,2023-05-24 13:02:11.336 -0300,"{""id"":""NEEME1"" , ""amount"":""806.70"" , ""cache-control"":""1""}"
6666,2023-05-24 13:03:01.028 -0300,"{""id"":""AMJXDUSLL"" , ""amount"":""1036.32"" , ""cache-control"":""1""}"
6668,2023-05-24 13:05:30.896 -0300,"{""id"":""7IAFU4"" , ""amount"":""2537.75"" , ""cache-control"":""1""}"
6669,2023-05-27 08:19:50.741 -0300,"{""id"":""JBD7Q5SLL"" , ""amount"":""1120.32"" , ""cache-control"":""1""}"
6684,2023-05-24 13:25:59.796 -0300,"{""id"":""H1UY1OSLL"" , ""amount"":""936.60"" , ""cache-control"":""1""}"
6691,2023-05-24 13:42:40.533 -0300,"{""id"":""HH3M6WSLL"" , ""amount"":""657.00"" , ""cache-control"":""1""}"
6694,2023-05-24 13:48:18.777 -0300,"{""id"":""JR102ESLL"" , ""amount"":""1205.48"" , ""cache-control"":""1""}"
6696,2023-05-24 13:49:53.017 -0300,"{""id"":""D5ZOKC"" , ""amount"":""206.07"" , ""cache-control"":""1""}"
6700,2023-05-24 13:55:05.202 -0300,"{""id"":""0BOMVH"" , ""amount"":""1493.77"" , ""cache-control"":""1""}"
6701,2023-05-24 13:55:47.717 -0300,"{""id"":""IM64KE"" , ""amount"":""413.71"" , ""cache-control"":""1""}"
6702,2023-05-24 13:57:29.759 -0300,"{""id"":""XPJUTQSLL"" , ""amount"":""1279.60"" , ""cache-control"":""1""}"
6704,2023-05-24 13:59:51.945 -0300,"{""id"":""Q5MG5OSLL"" , ""amount"":""2409.00"" , ""cache-control"":""1""}"
6711,2023-05-24 14:08:09.699 -0300,"{""id"":""46IJURSLL"" , ""amount"":""1989.10"" , ""cache-control"":""1""}"
6714,2023-05-24 14:08:44.616 -0300,"{""id"":""9UG6TW"" , ""amount"":""2805.64"" , ""cache-control"":""1""}"
6725,2023-05-24 14:21:36.164 -0300,"{""id"":""HRYP1FSLL"" , ""amount"":""843.96"" , ""cache-control"":""1""}"
6729,2023-05-24 14:24:33.428 -0300,"{""id"":""TMUVCESLL"" , ""amount"":""3017.52"" , ""cache-control"":""1""}"
6730,2023-05-24 14:25:00.148 -0300,"{""id"":""45P6X8SLL"" , ""amount"":""1363.23"" , ""cache-control"":""1""}"
6731,2023-05-24 14:25:18.290 -0300,"{""id"":""NI7TAOSLL"" , ""amount"":""2653.00"" , ""cache-control"":""1""}"
6733,2023-05-24 14:25:40.158 -0300,"{""id"":""61ZTLF"" , ""amount"":""2884.03"" , ""cache-control"":""1""}"
6734,2023-05-24 14:25:59.979 -0300,"{""id"":""53EWTLSLL"" , ""amount"":""1429.80"" , ""cache-control"":""1""}"
6736,2023-05-24 14:28:48.109 -0300,"{""id"":""UCSHDFSLL"" , ""amount"":""254.56"" , ""cache-control"":""1""}"
6745,2023-05-24 14:35:15.789 -0300,"{""id"":""WJLDSGSLL"" , ""amount"":""3391.50"" , ""cache-control"":""1""}"
6746,2023-05-24 14:38:37.606 -0300,"{""id"":""0OHZ8ISLL"" , ""amount"":""2987.88"" , ""cache-control"":""1""}"
6748,2023-05-24 14:39:47.386 -0300,"{""id"":""0BP8WZSLL"" , ""amount"":""891.40"" , ""cache-control"":""1""}"
6749,2023-05-24 14:43:27.124 -0300,"{""id"":""OVYE6DSLL"" , ""amount"":""411.36"" , ""cache-control"":""1""}"
6756,2023-05-24 14:47:14.744 -0300,"{""id"":""0YHIVASLL"" , ""amount"":""572.80"" , ""cache-control"":""1""}"
6762,2023-05-24 14:53:44.480 -0300,"{""id"":""MNUVNUSLL"" , ""amount"":""16.86"" , ""cache-control"":""1""}"
6766,2023-05-24 14:55:53.023 -0300,"{""id"":""QWIV44SLL"" , ""amount"":""868.10"" , ""cache-control"":""1""}"
6767,2023-05-24 14:55:56.563 -0300,"{""id"":""QJWIOE"" , ""amount"":""850.06"" , ""cache-control"":""1""}"
6774,2023-05-24 15:01:22.157 -0300,"{""id"":""TDD1N0SLL"" , ""amount"":""734.62"" , ""cache-control"":""1""}"
6775,2023-05-24 15:02:48.533 -0300,"{""id"":""NC24N3SLL"" , ""amount"":""17.44"" , ""cache-control"":""1""}"
6783,2023-05-24 15:12:51.481 -0300,"{""id"":""6SNE1XSLL"" , ""amount"":""1593.16"" , ""cache-control"":""1""}"
6785,2023-05-24 15:17:40.354 -0300,"{""id"":""EZI2L0SLL"" , ""amount"":""1882.58"" , ""cache-control"":""1""}"
6786,2023-05-24 15:18:16.075 -0300,"{""id"":""XS0KYHSLL"" , ""amount"":""164.28"" , ""cache-control"":""1""}"
6787,2023-05-24 15:18:59.087 -0300,"{""id"":""WTTFY1SLL"" , ""amount"":""1038.57"" , ""cache-control"":""1""}"
6788,2023-05-24 15:19:29.179 -0300,"{""id"":""H2L0DSSLL"" , ""amount"":""1574.81"" , ""cache-control"":""1""}"
6789,2023-05-24 15:21:36.476 -0300,"{""id"":""FU17THSLL"" , ""amount"":""1835.52"" , ""cache-control"":""1""}"
6792,2023-05-24 15:23:55.872 -0300,"{""id"":""7RRPE1"" , ""amount"":""2028.86"" , ""cache-control"":""1""}"
6799,2023-05-24 15:28:48.883 -0300,"{""id"":""J8LC10SLL"" , ""amount"":""531.24"" , ""cache-control"":""1""}"
6801,2023-05-24 15:29:25.902 -0300,"{""id"":""CDZQ9C"" , ""amount"":""302.46"" , ""cache-control"":""1""}"
6802,2023-05-24 15:29:48.071 -0300,"{""id"":""QDLPYCSLL"" , ""amount"":""1252.50"" , ""cache-control"":""1""}"
6803,2023-05-24 15:29:55.540 -0300,"{""id"":""WNM70ESLL"" , ""amount"":""2052.60"" , ""cache-control"":""1""}"
6809,2023-05-24 15:37:51.358 -0300,"{""id"":""1FU8LGSLL"" , ""amount"":""1132.38"" , ""cache-control"":""1""}"
6810,2023-05-24 15:37:59.441 -0300,"{""id"":""Q5USR8"" , ""amount"":""2562.26"" , ""cache-control"":""1""}"
6815,2023-05-24 15:42:04.840 -0300,"{""id"":""EGWTP3SLL"" , ""amount"":""752.36"" , ""cache-control"":""1""}"
6819,2023-05-24 15:48:14.001 -0300,"{""id"":""89HF4VSLL"" , ""amount"":""463.42"" , ""cache-control"":""1""}"
6824,2023-05-24 15:51:44.407 -0300,"{""id"":""DKZLEISLL"" , ""amount"":""1162.92"" , ""cache-control"":""1""}"
6826,2023-05-24 15:52:28.734 -0300,"{""id"":""H5496BSLL"" , ""amount"":""606.85"" , ""cache-control"":""1""}"
6827,2023-05-24 15:52:29.858 -0300,"{""id"":""4NRPXESLL"" , ""amount"":""1097.88"" , ""cache-control"":""1""}"
